并发数,客户端消息响应,服务端消息处理速度(每秒消息数)
10,18，1.11
20,70,2.5
30,74,3.3
40,317.6.7
50,363.8.6
100,662.14.3
200,1287,33.5
500,7217,33.2
1000,-,-


10,
20,
30,
40,
50,
100,
200,
500,
1000,
